Rank,Score,Autonomous Coding Skills,Driver Skills,Team Number,Team Name,Organization,Event Region
5151,24,0,24,41116A,Pirates Robotics,PHILLIPS PREPARATORY MIDDLE SCHOOL,Alabama
5152,24,0,24,90423B,Great Bridge Middle School 2,GREAT BRIDGE MIDDLE,Virginia
5153,24,0,24,74801H,Hex Hackers,WESTWOOD MIDDLE SCHOOL,Florida - North/Central
5154,24,0,24,34522E,Success Stackers,NORTHEAST ACADEMY OF AEROSPACE & ADVTECH,North Carolina
5155,24,0,24,64792T,X STREAM,STREAM CHARTER,California - North
5156,24,0,24,42920B,Futuristic Falcons - Robotoes,HOLY CROSS SCHOOL,Nebraska
5157,24,0,24,84125G,The VEX-Terminators,The Gilberd School,United Kingdom
5158,24,0,24,17511B,Lions,BAD AXE SCHOOLS,Michigan
5159,24,0,24,85403F,Horizon Stars,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE SCHOOL,Ohio
5160,24,0,24,35758E,The VEXMen,LIBERTY MIDDLE SCHOOL,Alabama
5161,24,0,24,92652C,Minions ,Horizon Science Academy McKinley,Illinois
5162,24,0,24,96720A,Kāhuli,KA UMEKE KAEO - PCS,Hawaii
5163,24,0,24,82894E,BionicLion,ST ANDREW'S EPISCOPAL SCHOOL,California - North
5164,24,0,24,18778B,"St Joseph’s, 2","St Joseph’s, Rochfortbridge",Ireland
5165,24,0,24,38565A,Athlone Community College (A),Athlone Community College,Ireland
5166,24,0,24,8682A,Pines Panthers,Pines Collegiate Academy 6-12,Florida - South
5167,24,0,24,374B,SYSTEM-ERROR,Paxman Academy,United Kingdom
5168,24,0,24,4167A,Robotic Rams,RoboTech Fusion,Pennsylvania - West
5169,24,0,24,9339B,Hulcy Heroes,D A HULCY STEAM MIDDLE,Texas - Region 2
5170,24,0,24,70543E,Lady Botz,MARGARETTA MIDDLE SCHOOL,Ohio
5171,24,0,24,1502C,Crocodiles,Cathedral,Minnesota
5172,24,0,24,14916A,HSC-Middle School,Hillfield Strathallan College,Ontario
5173,24,0,24,70484W,SpaceVex,Independent Team,Virginia
5174,24,0,24,84496A,WBGS_Watford_Defenders,Watford Grammar School for Boys,United Kingdom
5175,24,0,24,18055E,Whitnall Robotics Club-,Whitnall Middle School Robotics,Wisconsin
5176,24,0,24,6697E,The Statics,Prattville Junior High School,Alabama
5177,24,0,24,68225A,The Crows,HOLLENBECK MIDDLE,California - South
5178,24,0,24,33054A,33054A,SPRINGFIELD INTERMEDIATE MIDDLE SCHOOL,Ohio
5179,24,0,24,67923E,Ola Middle School Robotics Team,Ola Middle School Vex Robotics Team,Georgia
5180,24,0,24,72773C,PCMS XSTREAM - C,PASS CHRISTIAN MIDDLE,Mississippi
5181,24,0,24,67352C,Trojan Gamma,WEST MARSHALL MIDDLE SCHOOL,Iowa
5182,24,0,24,53397B,Blazer Tech,BURNS MIDDLE SCHOOL,Alabama
5183,24,0,24,54497A,Rockets,Doves Science Academy MidHigh South,Oklahoma
5184,24,0,24,99535E,Collegium Robotics: Ender,COLLEGIUM CS,Pennsylvania - East
5185,24,0,24,5450P,Avalanche 5.0,MARSHALL COUNTY CENTRAL HIGH,Minnesota
5186,24,0,24,8056A,Team WB,Ralston Middle School,California - North
5187,24,0,24,10789B,PinkPanthers,City of London School for Girls,United Kingdom
5188,24,0,24,52102E,ACA Hawally Boys Team 1,American Creativity Academy Hawally Boys,Kuwait
5189,24,0,24,32496A,Cougar Creators,Hubert Howe Bancroft Middle School,California - South
5190,24,0,24,7351A,Drift 1,RICHARD HENRY DANA MIDDLE,California - South
5191,24,0,24,11284C,The Pink Foxes,FORT CLARKE MIDDLE SCHOOL,Florida - North/Central
5192,24,0,24,29617N,IDK,LAKEVIEW MIDDLE,South Carolina
5193,24,0,24,28134J,Otwell Robotics,Otwell Middle School,Georgia
5194,24,0,24,1569A,Hawthorne Robotics,HAWTHORNE CHRISTIAN ACADEMY,South Carolina
5195,24,0,24,29684D,Terrific Tigers,STARR-IVA MIDDLE,South Carolina
5196,24,0,24,375G,375G,ROBERT F BUMPUS MIDDLE SCHOOL,Alabama
5197,24,0,24,68481A,Riverside Middle School Robotics,RIVERSIDE MIDDLE,South Carolina
5198,24,0,24,90644D,Faithful Gators,Greenbrier Christian Academy,Virginia
5199,24,0,24,87841R,Ramsey Rams,RAMSEY MIDDLE,Kentucky
5200,24,0,24,387A,387A,PARKWAY ELEMENTARY,Washington
5201,24,0,24,90567B,RHMS B,Richmond Hill Montessori Private School,Ontario
5202,24,0,24,47020B,Holy Family Team Bravo,HOLY FAMILY ELEMENTARY SCHOOL,Indiana - Region 1 - North
5203,24,0,24,38244B,Hillside Bluejays,HILLSIDE ELEMENTARY SCHOOL SCHOOL,Illinois
5204,24,0,24,47355A,47355A,GEORGE WASHINGTON MIDDLE,Virginia
5205,24,0,24,74847C,Pinner,St. Mary's International School,Japan
5206,24,0,24,7419J,GearShift Robotics,GearShift Robotics,Arizona
5207,24,0,24,25733A,Driver Middle School-1,Lee L Driver Middle School,Indiana - Region 1 - North
5208,24,0,24,78447D,BAM!!,NEW AUGUSTA PUBLIC ACADEMY - NORTH,Indiana - Region 2 - Central
5209,24,0,24,10256C,Nuggets {[ Black ]},KLONDIKE MIDDLE SCHOOL,Indiana - Region 1 - North
5210,24,0,24,46052B,Tigers Robotics,Lebanon Middle School,Indiana - Region 2 - Central
5211,24,0,24,30525H,SASH IQ 305,Somerset Academy South Homestead,Florida - South
5212,24,0,24,66282D,Mega Knights,NORTHWEST CABARRUS MIDDLE,North Carolina
5213,24,0,24,4900B,Goofy Goobers,CONCORD MIDDLE,North Carolina
5214,24,0,24,41558C,St John Catholic School C,St John Catholic School,Kentucky
5215,24,0,24,326C,SHARP - Sarah Heinz Advanced Robotics Program,Sarah Heinz House,Pennsylvania - West
5216,24,0,24,23093F,Doom Bots,LASER,Virginia
5217,24,0,24,17057C,Colyton Grammar School,Colyton Grammar School,United Kingdom
5218,24,0,24,67431B,The Lucky Charms,USD 473 Chapman Middle School,Kansas
5219,24,0,24,4854F,FMS-Owt Gl!icked,FARNSWORTH MIDDLE SCHOOL,Idaho
5220,24,0,24,390H,the improvisers,RIGBY MIDDLE SCHOOL,Idaho
5221,23,0,23,647Z,Bot Camp Z,Bot Camp,Ontario
5222,23,6,17,53415B,NORTH HILL 2,COLEGIO NORTH HILL,Mexico
5223,23,0,23,11028K,NCSA Robotics (MS),Newton County STEAM Academy,Georgia
5224,23,0,23,23272M,The Fearleading Team,Caston Robotics,Indiana - Region 1 - North
5225,23,4,19,15819D,Oxley Mecha Minds,Oxley High School,Australia
5226,23,4,19,53415D,NORTH HILL 4,COLEGIO NORTH HILL,Mexico
5227,23,4,19,1114C,Robo Cats,Glebe Elementary School Parent Teacher Association,Virginia
5228,23,4,19,92923A,92923A,MCNARY ELEMENTARY SCHOOL,Arizona
5229,23,4,19,67544D,Tech Titans,Hoisington Middle School,Kansas
5230,23,0,23,29202B,Wired West Robotics Outlaws,Wired West Robotics,West Virginia
5231,23,0,23,478Y,Elevate-The Battery Was Not Included,Elevate Tech,Washington
5232,23,0,23,17705C,Cheese Curls,ZIONSVILLE WEST MIDDLE SCHOOL,Indiana - Region 2 - Central
5233,23,0,23,74628F,We're Hungry!,THREE RIVERS SCHOOL,Illinois
5234,23,2,21,1850A,NLCS_Cybercore,North London Collegiate School,United Kingdom
5235,23,0,23,25955C,Twisted Gears,4-H,Alabama
5236,23,0,23,19994B,The Dark Lay’s Tornado,SOUTH MIDDLE SCHOOL,North Dakota
5237,23,0,23,52166C,Northside Middle School C,NORTHSIDE MIDDLE SCHOOL,Alabama
5238,23,0,23,4613Z,4613Z,Barker College,Australia
5239,23,0,23,63336A,White House Middle School Robotics Team,White House Middle School,Tennessee
5240,23,0,23,87476B,WMS Cyber Cats,WOODLAND MIDDLE SCHOOL AT EUHARLEE,Georgia
5241,23,0,23,94357C,High Tech Hawks,SKYCREST CHRISTIAN SCHOOL,Florida - North/Central
5242,23,0,23,56565D,FoxBots,Caddo Mills Middle School,Texas - Region 2
5243,23,0,23,5659A,Gales A,RUSSELLVILLE MIDDLE SCHOOL,Arkansas
5244,23,0,23,38026A,QC STEAM,Queen's College,Hong Kong
5245,23,0,23,91320J,BSIC BULLDOGS,Bernadine Sitts Intermediate Center,Kansas
5246,23,0,23,3148B,Rockabots,Travis Intermediate,Texas - Region 2
5247,23,0,23,48755D,Girl Power,Cross Lutheran School,Michigan
5248,23,0,23,17760J,Picture-Perfect Pythons,Capitol City Robotics,District of Columbia
5249,23,0,23,92652A,Gubby,Horizon Science Academy McKinley,Illinois
5250,23,0,23,39194A,These Guys,YAZOO COUNTY MIDDLE SCHOOL,Mississippi
5251,23,0,23,33781A,The Human Error,Action Day Middle School,California - North
5252,23,0,23,17089B,Microwave,St Helena School,United Kingdom
5253,23,0,23,3028X,Teen Ladybots,TALENTED & GIFTED IN PLEASANT GROVE,Texas - Region 2
5254,23,0,23,6045C,Timmies,JACKSON MIDDLE,Texas - Region 4
5255,23,0,23,299B,SVEC 299B,SKY VALLEY EDUCATION CENTER,Washington
5256,23,0,23,80567A,WarriorBots,Young Women STEAM Research and Preparatory Academy Robotics,Texas - Region 1
5257,23,0,23,69459B,The Twisted Mechanics,OAKMAN MIDDLE SCHOOL,Alabama
5258,23,0,23,51190E,CVMS-War Eagles,CHATTANOOGA VALLEY MIDDLE SCHOOL,Georgia
5259,23,0,23,35148S,John 3:16,SUMITON MIDDLE SCHOOL,Alabama
5260,23,0,23,2396B,Boss Bot,Atwater-Cosmos-Grove City,Minnesota
5261,23,0,23,24701C,Bucbots A,BLUEFIELD MIDDLE SCHOOL,West Virginia
5262,23,0,23,10673E,Spicy Biriyanis,Marshall Middle School,Pennsylvania - West
5263,23,0,23,90922C,Red,AVON MIDDLE SCHOOL NORTH,Indiana - Region 2 - Central
5264,23,0,23,11926A,Milan MS1,MILAN MIDDLE SCHOOL,Indiana - Region 3 - South
5265,23,0,23,53274A,Automated Trailblazers,St Elizabeth Ann Seton Catholic School,Indiana - Region 1 - North
5266,23,0,23,2514C,Pioneer Middle Bot 3,WAYNE MIDDLE SCHOOL,West Virginia
5267,23,0,23,64987F,Organized Chaos,PLAINFIELD COMMUNITY MIDDLE SCHOOL,Indiana - Region 2 - Central
5268,23,0,23,15685C,Robo Gears,Kenneth Henderson Middle School,Kansas
5269,22,2,20,77773F,Robo Queens,MADISON MIDDLE SCHOOL,Mississippi
5270,22,2,20,68783B,Totally Tech,FAIRVIEW MIDDLE SCHOOL,Alabama
5271,22,0,22,70049B,Iron Clad,Journey's Homeschool Pod,Utah
5272,22,0,22,31614J,Cyberstorm,MAURINE CAIN MIDDLE,Texas - Region 2
5273,22,2,20,36252J,ROBOT on TOUR 1,Johann-Simon-Mayr-Schule Staatl. Realschule Riedenburg,Germany
5274,22,2,20,72022A,The Lightning,BRYANT MIDDLE SCHOOL,Arkansas
5275,22,0,22,69906A,Lindfield Learning Village,Lindfield Learning Village,Australia
5276,22,0,22,3078D,Tri-North Robotics,Tri-North Middle School,Indiana - Region 3 - South
5277,22,0,22,25824A,Dominican Taylors IQ,Dominican College Galway,Ireland
5278,22,0,22,20230B,Robobells,South Island School,Hong Kong
5279,22,0,22,96991E,CTMS BearBots,Centennial Middle School,Colorado
5280,22,0,22,9453A,Hillcrest - A,Hillcrest Middle School,South Carolina
5281,22,0,22,70543H,Top Dogz,MARGARETTA MIDDLE SCHOOL,Ohio
5282,22,0,22,46334D,RoboVEX 2.0,DELMAR INTERNATIONAL SCHOOL-3,Mexico
5283,22,0,22,92855X,Tacos de Birria,DELMAR INTERNATIONAL SCHOOL,Mexico
5284,22,0,22,2158C,Suli +,Cedars International School,Iraq
5285,22,0,22,92D,VEXMEN: Deadpool,Brandywine Robotics,Pennsylvania - East
5286,22,0,22,17139A,The Flying Dutchman,SOUTH WASCO MIDDLE SCHOOL,Oregon
5287,22,0,22,41201A,TKM Ltm,"Institut Technickeho Vzdelavani, z.u.",Czech Republic
5288,22,0,22,69460A,Falcon Robotics,Benjamin Franklin International Exploratory Academy,Texas - Region 2
5289,22,0,22,15307B,St.Wolfgang Schule II,St.Wolfgang Schule,Germany
5290,22,0,22,76464C,Belvedere Olympians,Belvedere Middle School,California - South
5291,22,0,22,8873C,QUANTUM,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,New Jersey
5292,22,0,22,80056B,STARBOT,UNIDAD EDUCATIVA SALESIANA SANTO TOMAS APOSTOL,Ecuador
5293,22,0,22,9828C,Las Unanas,RICARDO ESTRADA MIDDLE,Texas - Region 1
5294,22,0,22,11028B,NCSA Robotic Eagles,Newton County STEAM Academy,Georgia
5295,22,0,22,1043D,Haileybury Power Surge,Haileybury School,United Kingdom
5296,22,0,22,7184D,SDJH Team D,SOUTH DAVIS JR HIGH,Utah
5297,22,0,22,87625C,The Traffic Cones,Shelbyville Middle School,Indiana - Region 2 - Central
5298,22,0,22,7974B,7974B,NEW PROVIDENCE MIDDLE SCHOOL,New Jersey
5299,22,0,22,41843P,CHAINSAW CHICKEN DEPARTMENT,NORTHWEST MIDDLE,South Carolina
5300,22,0,22,21595B,Balfred,ELEVA-STRUM MIDDLE,Wisconsin
5301,22,0,22,62026G,Indecisive,Fairfield Jr High,Utah
5302,22,0,22,42124A,Bear Power,WEST OSO J H,Texas - Region 4
5303,22,0,22,32630G,The Drippy Burrito,ELKHORN VALLEY VIEW MIDDLE SCHOOL,Nebraska
5304,22,0,22,74023F,Circuit Surfers,CUSHING MIDDLE SCHOOL,Oklahoma
5305,22,0,22,34320A,Eaglebots,Lincoln Middle School,Indiana - Region 1 - North
5306,22,0,22,24049D,Crazy Crocs,C C GRIFFIN MIDDLE,North Carolina
5307,22,0,22,7797P,PIO EAGLES,"Pioneer Academy , Wayne",New Jersey
5308,22,0,22,8019A,IES Manuel Vázquez Montalbán,IES Manuel Vázquez Montalbán,Spain
5309,21,17,4,836D,RoboBees D,growingSTEMS,Maryland
5310,21,0,21,1193G,Gangsta Girlz,Jay County Robotics,Indiana - Region 1 - North
5311,21,7,14,3333P,La Vaca Saturno,Notre Dame Prep,Michigan
5312,21,4,17,54944B,RoboSharks,SILVESTRI  CHARLES JHS,Nevada
5313,21,2,19,1408P,PatatasFritas,King Henry VIII School,United Kingdom
5314,21,2,19,14323D,Dirty Ducks,FAIRBANKS MIDDLE SCHOOL,Ohio
5315,21,2,19,52352B,The Bots,Abner Creek Middle School,South Carolina
5316,21,0,21,53901C,JJEMM,CANOE CREEK K-8,Florida - North/Central
5317,21,0,21,15155Y,Junior Pathfinders,AMERICAN LEADERSHIP ACADEMY Applied Technologies,Arizona
5318,21,0,21,16117C,Powerful Programming  Panthers,RIVERSIDE MIDDLE SCHOOL,Pennsylvania - West
5319,21,0,21,299C,299ChunkyPeanutButter,SKY VALLEY EDUCATION CENTER,Washington
5320,21,2,19,45885B,W.I.R.E.D - Real Steelz 2.0,Waterford School District,Michigan
5321,21,2,19,3997B,NFMS - B,NORTH FORSYTH MIDDLE SCHOOL,Georgia
5322,21,2,19,48327M,Galen VEX IQ 2,Galen Catholic College,Australia
5323,21,2,19,12920D,The thinkers- OIS-D,OXFORD INTERMEDIATE SCHOOL,Mississippi
5324,21,2,19,10779A,Indian Creek Robotics,Indian Creek Middle School,Georgia
5325,21,2,19,31061D,CISSIQD,Concordia International School Shanghai,East China
5326,21,2,19,3620G,Hawk-bots,RANDALL MIDDLE SCHOOL,Florida - North/Central
5327,21,2,19,81884C,SPAR BOTS 2.0,HENRY T. GAGE MIDDLE,California - South
5328,21,2,19,3708S,Fintastic Sharks,Victoria Shanghai Academy,Hong Kong
5329,21,2,19,69924F,The Vexaneers,MARTINSBURG SOUTH MIDDLE SCHOOL,West Virginia
5330,21,2,19,390C,Conveyor King,RIGBY MIDDLE SCHOOL,Idaho
5331,21,0,21,20345C,Wilderness Gold,Wilderness School,Australia
5332,21,0,21,82017A,Pinheads,LAKESIDE JUNIOR HIGH SCHOOL,Arkansas
5333,21,0,21,38122B,Fast N Furious,Oconto Falls Middle School,Wisconsin
5334,21,0,21,24424C,Average Joes,MOUNTAIN RIDGE MIDDLE SCHOOL,West Virginia
5335,21,0,21,2514A,Titan Torque,WAYNE MIDDLE SCHOOL,West Virginia
5336,21,0,21,12223A,The Timmies,Pembroke School,Australia
5337,21,0,21,36655A,Stick Drift,Oxford Prep Academy SOC,California - South
5338,21,0,21,30004C,DeSana Robotics C,DESANA MIDDLE SCHOOL,Georgia
5339,21,0,21,45318E,Southwood StarBots,SOUTHWOOD MIDDLE SCHOOL,Florida - South
5340,21,0,21,41116B,Pirates Robotics,PHILLIPS PREPARATORY MIDDLE SCHOOL,Alabama
5341,21,0,21,190B,NRO Miners,RED TOP MIDDLE SCHOOL,Georgia
5342,21,0,21,38122J,Yellow Cats,Oconto Falls Middle School,Wisconsin
5343,21,0,21,3708X,X-cellent,Victoria Shanghai Academy,Hong Kong
5344,21,0,21,15486N,THE BIG SHOTS,VISTA SCHOOL,Utah
5345,21,0,21,44489A,Wookey Warriors,NA,Washington
5346,21,0,21,9209R,Team Thorn,Team Thorn,U.S. Virgin Islands
5347,21,0,21,37174C,Mustangs,SPRING STATION MIDDLE SCHOOL,Tennessee
5348,21,0,21,49381A,Hollow Knights,FIRST LUTHERAN SCHOOL,Wisconsin
5349,21,0,21,29498B,Bob the Builder,Causey Middle School,Alabama
5350,21,0,21,58319A,Team Titan,NORTH MOBILE COUNTY MIDDLE SCHOOL,Alabama
5351,21,0,21,66893A,Mighty Owl Bots,Sheridan Street Elementary School,California - South
5352,21,0,21,952Z,Ridgely Robotics,Ridgely Middle School,Maryland
5353,21,0,21,17425A,Kingsmeadow,Kingsmeadow School,United Kingdom
5354,21,0,21,31768A,Kells Lane,Kells Lane Primary School,United Kingdom
5355,21,0,21,33177A,PJH Volunteers,Pineville Junior High School,Louisiana
5356,21,0,21,929R,Hereford Zone Robotics,Hereford Middle School,Maryland
5357,21,0,21,1095A,Robo Warriors,Kidz Code AI Ltd,United Kingdom
5358,21,0,21,17401D,PCS Bobcats,Presbyterian Christian School,Mississippi
5359,21,0,21,42655C,The Sanderson Sisters,KNOX DOSS MIDDLE SCHOOL AT DRAKES CREEK,Tennessee
5360,21,0,21,79972B,Merrick Ave Robot ,Merrick Ave Middle School ,New York-South
5361,21,0,21,1408S,SyntaxError,King Henry VIII School,United Kingdom
5362,21,0,21,14113B,Clinton Eagles 2,WILLIAM JEFFERSON CLINTON MIDDLE,California - South
5363,21,0,21,73653P,Team Park View,Park View School,United Kingdom
5364,21,0,21,10946B,Brainless Bots,MAYWOOD CENTER FOR ENRICHED STUDIES,California - South
5365,21,0,21,30758D,STEM Pride,WALNUT PARK MID B SCI TECH ENGR AND MATH ACAD,California - South
5366,21,0,21,84633A,What's a MilliMeter?,Gaspar De Portola Middle School,California - South
5367,21,0,21,4825M,The Parokeets,ROYAL LIVE OAKS ACADEMY FOR THE ARTS AND SCIENCES CHARTER,South Carolina
5368,21,0,21,8035A,FIRE Mid,FIRE NSBE Jr.,Maryland
5369,21,0,21,84299A,Ernest Just Robotics Team,ERNEST EVERETT JUST MIDDLE,Maryland
5370,21,0,21,25779A,BWFLC-Team1,佛教黃鳳翎中學,Hong Kong
5371,21,0,21,93638A,Clairton Bears 1,CLAIRTON MIDDLE SCHOOL/HIGH SCHOOL,Pennsylvania - West
5372,21,0,21,52639A,The Mighty FrogBots,GLENS FALLS MIDDLE SCHOOL,New York-North
5373,21,0,21,10434R,RoboRavens Purple,IRVINGTON COMMUNITY SCHOOL,Indiana - Region 2 - Central
5374,21,0,21,58303B,Mad Dogs,VALLEY MIDDLE SCHOOL,North Dakota
5375,21,0,21,87170D,Girl Bots,Porter Traditional School,Virginia
5376,21,0,21,27295M,Mockingbird,Dexter Southfield,Massachusetts
5377,21,0,21,40171B,Knight Shade,BECK ACADEMY,South Carolina
5378,21,0,21,49131B,The Blueberry Bros,NORTH CLARION CO JSHS SCHOOL ,Pennsylvania - West
5379,21,0,21,75501W,The Clankers,TEXAS MIDDLE,Texas - Region 2
5380,21,0,21,75861B,Yellamins,CAYUGA MIDDLE,Texas - Region 2
5381,21,0,21,91384D,WOWO'S ECA Eagles,ELKHART CHRISTIAN ACADEMY,Indiana - Region 1 - North
5382,21,0,21,97995C,Team C,TWIN PEAKS CHARTER ACADEMY,Colorado
5383,20,6,14,37183B,37183B,Cascade Middle School,Tennessee
5384,20,0,20,9025C,Creative Croissants,DORAL ACADEMY CACTUS,Nevada
5385,20,4,16,1267W,Knights IQ,Delaware County Christian School,Pennsylvania - East
5386,20,2,18,33044B,Enter Text Here…,OLD HIGH MIDDLE SCHOOL,Arkansas
5387,20,2,18,57346B,Rockets 2,KATHERINE JOHNSON STEM ACADEMY,California - South
5388,20,2,18,1012Z,Ten Ton Robotics,West Vancouver Schools,British Columbia (BC)
5389,20,2,18,78208A,Kant Team 1,Gesamtschule „Immanuel Kant“ ,Germany
5390,20,2,18,1370B,The Original Grandpas,Heritage Middle School,Tennessee
5391,20,2,18,99273A,Academy Robotics ,Patrician Academy,Ireland
5392,20,2,18,22008C,The Stars,Colin L. Powell Academy,Maryland
5393,20,2,18,4340B,TechLabs Hambot Jr,TechLabs,Switzerland
5394,20,2,18,19500A,Evergreen Institute of Excellence,Evergreen Institute of Excellence,California - North
5395,20,0,20,13653E,Wisdom Builder Team E,Wisdom Builders,Indiana - Region 2 - Central
5396,20,0,20,5689U,Golden BOT,ROBOCOD Monastir,Tunisia
5397,20,0,20,71317A,Plz go EZ,Alabama School of Fine Arts,Alabama
5398,20,0,20,37179F,Data Divas,THOMPSON'S STATION MIDDLE SCHOOL,Tennessee
5399,20,0,20,240B,TrailBlazers,Trailblazer Robotics Central Forsyth Branch,Georgia
5400,20,0,20,18213A,Poseidon’s programmers,Private,Virginia
5401,20,0,20,58510A,Sigma Bots,Sydney Girls High School,Australia
5402,20,0,20,55554C,THE ANCHORS,Harvest International School,Uganda
5403,20,0,20,44233B,CCA Rams,COVENANT CHRISTIAN ACADEMY,Georgia
5404,20,0,20,4951C,CDS Cyclones,The Country Day School,Ontario
5405,20,0,20,15551C,Falconators,SHIRLEY D. SIMMONS MIDDLE SCHOOL,Mississippi
5406,20,0,20,64792U,X STREAM,STREAM CHARTER,California - North
5407,20,0,20,19881U,UNIS Hanoi IQ 1,UNIS Hanoi,Vietnam
5408,20,0,20,4943A,Lions Of Babylon,AI Incubator/Al-Mustaqbal University,Iraq
5409,20,0,20,73037A,die albinis,Albinus-Gemeinschaftsschule Lauenburg/Elbe,Germany
5410,20,0,20,704Z,Kill Switch Cylons,Jo Mackey iLead Academy for the Digital Sciences,Nevada
5411,20,0,20,54944D,RoboSharks,SILVESTRI  CHARLES JHS,Nevada
5412,20,0,20,76240W,Double A Batteries,GAINESVILLE JH,Texas - Region 5
5413,20,0,20,93638B,Clairton Bears 2,CLAIRTON MIDDLE SCHOOL/HIGH SCHOOL,Pennsylvania - West
5414,20,0,20,33131A,Dolphinator A,MONTEBELLO ELEMENTARY/MIDDLE SCHIIK,Maryland
5415,20,0,20,47F,First Light,EVERGREEN MIDDLE SCHOOL PTSA,Washington
5416,20,0,20,5280U,67ers,SOARING HEIGHTS PK-8,Colorado
5417,20,0,20,48952Z,BEST-Beavers,BEST-Sabel Bildungseinrichtungen gGmbH,Germany
5418,20,0,20,81868A,Alpha,Mingwan School,South China
5419,20,0,20,7628B,The New Guys,GIBBS MIDDLE SCHOOL,Tennessee
5420,20,0,20,3113B,Timmy Tank Destroyers,Seymour Intermediate,Indiana - Region 3 - South
5421,20,0,20,15290B,Dragon Girls United,Campbell Drive K-8 Center,Florida - South
5422,20,0,20,77623Z,Mustangs2,Morey Middle School,Colorado
5423,20,0,20,1922D,We Don't Know,ST JAMES SCHOOL,Connecticut
5424,20,0,20,5451M,Cybernetic Ravens,Marvin Sedway Middle School,Nevada
5425,20,0,20,70220A,St. Matthew School,ST MATTHEW SCHOOL,Connecticut
5426,20,0,20,68473E,Elite Engineers,MARSHALL MIDDLE,Texas - Region 3
5427,20,0,20,21515A,Fleming Falcons,ALEXANDER FLEMING MIDDLE,California - South
5428,20,0,20,17621A,Robo Gators A,ORCHARD ACADEMIES 2C,California - South
5429,20,0,20,71964A,Taco Wolves,Lake Hamilton Middle School,Arkansas
5430,20,0,20,24112C,Magothy Robotics,MAGOTHY RIVER MIDDLE,Maryland
5431,20,0,20,64098D,D- Rusty Ducks,LAKE STEVENS MIDDLE SCHOOL,Washington
5432,20,0,20,29597B,The Bagels,Legacy Christian Academy,Texas - Region 5
5433,20,0,20,86595D,Lynx,Lincoln Junior High School,California - South
5434,20,0,20,15911A,Charger's Banana Slugs,Saint Louise School,Washington
5435,20,0,20,2098A,Dragons,Saint George School,Dominican Republic
5436,20,0,20,45277B,B,CENTENNIAL JR HIGH,Utah
5437,20,0,20,9985C,Gear Grinders,Robotics Club MOKNINE,Tunisia
5438,20,0,20,1024M,"GearCats ""Mechanics""",FALL CREEK VALLEY MIDDLE SCHOOL,Indiana - Region 2 - Central
5439,20,0,20,12180A,REZ Doggs,Mescalero Apache School,New Mexico
5440,20,0,20,63394B,LIS Red Devils,Lowell Intermediate School,Indiana - Region 1 - North
